customer_id,cluster,cluster_name
932,2,Moderate Risk - Average
933,2,Moderate Risk - Average
934,2,Moderate Risk - Average
935,2,Moderate Risk - Average
936,2,Moderate Risk - Average
937,2,Moderate Risk - Average
938,2,Moderate Risk - Average
939,2,Moderate Risk - Average
940,2,Moderate Risk - Average
941,2,Moderate Risk - Average
942,2,Moderate Risk - Average
943,2,Moderate Risk - Average
944,2,Moderate Risk - Average
945,2,Moderate Risk - Average
946,2,Moderate Risk - Average
947,2,Moderate Risk - Average
948,2,Moderate Risk - Average
949,2,Moderate Risk - Average
950,2,Moderate Risk - Average
951,2,Moderate Risk - Average
952,2,Moderate Risk - Average
953,2,Moderate Risk - Average
954,2,Moderate Risk - Average
955,2,Moderate Risk - Average
956,2,Moderate Risk - Average
957,2,Moderate Risk - Average
958,2,Moderate Risk - Average
959,2,Moderate Risk - Average
960,2,Moderate Risk - Average
961,2,Moderate Risk - Average
962,2,Moderate Risk - Average
963,2,Moderate Risk - Average
964,2,Moderate Risk - Average
965,2,Moderate Risk - Average
966,2,Moderate Risk - Average
967,2,Moderate Risk - Average
968,2,Moderate Risk - Average
969,2,Moderate Risk - Average
970,2,Moderate Risk - Average
971,2,Moderate Risk - Average
972,2,Moderate Risk - Average
973,2,Moderate Risk - Average
974,2,Moderate Risk - Average
975,2,Moderate Risk - Average
976,2,Moderate Risk - Average
977,2,Moderate Risk - Average
978,2,Moderate Risk - Average
979,2,Moderate Risk - Average
980,2,Moderate Risk - Average
981,2,Moderate Risk - Average
982,2,Moderate Risk - Average
983,2,Moderate Risk - Average
984,2,Moderate Risk - Average
985,2,Moderate Risk - Average
986,2,Moderate Risk - Average
987,2,Moderate Risk - Average
988,2,Moderate Risk - Average
989,2,Moderate Risk - Average
990,2,Moderate Risk - Average
991,2,Moderate Risk - Average
992,2,Moderate Risk - Average
993,2,Moderate Risk - Average
994,2,Moderate Risk - Average
995,2,Moderate Risk - Average
996,2,Moderate Risk - Average
997,2,Moderate Risk - Average
998,2,Moderate Risk - Average
999,2,Moderate Risk - Average
1000,2,Moderate Risk - Average
1001,0,Moderate Risk - Average
1002,0,Moderate Risk - Average
1003,0,Moderate Risk - Average
1004,0,Moderate Risk - Average
1005,0,Moderate Risk - Average
1006,0,Moderate Risk - Average
1007,0,Moderate Risk - Average
1008,0,Moderate Risk - Average
1009,0,Moderate Risk - Average
1010,0,Moderate Risk - Average
1011,0,Moderate Risk - Average
1012,0,Moderate Risk - Average
1013,0,Moderate Risk - Average
1014,0,Moderate Risk - Average
1015,0,Moderate Risk - Average
1016,0,Moderate Risk - Average
1017,0,Moderate Risk - Average
1018,0,Moderate Risk - Average
1019,0,Moderate Risk - Average
1020,0,Moderate Risk - Average
1021,0,Moderate Risk - Average
1022,0,Moderate Risk - Average
1023,1,Risk Group - Many Claims/Violations
1024,0,Moderate Risk - Average
1025,0,Moderate Risk - Average
1026,0,Moderate Risk - Average
1027,0,Moderate Risk - Average
1028,0,Moderate Risk - Average
1029,0,Moderate Risk - Average
1030,0,Moderate Risk - Average
1031,0,Moderate Risk - Average
1032,0,Moderate Risk - Average
1033,0,Moderate Risk - Average
1034,0,Moderate Risk - Average
1035,0,Moderate Risk - Average
1036,0,Moderate Risk - Average
1037,0,Moderate Risk - Average
1038,0,Moderate Risk - Average
1039,0,Moderate Risk - Average
1040,0,Moderate Risk - Average
1041,0,Moderate Risk - Average
1042,0,Moderate Risk - Average
1043,0,Moderate Risk - Average
1044,0,Moderate Risk - Average
1045,0,Moderate Risk - Average
1046,0,Moderate Risk - Average
1047,0,Moderate Risk - Average
1048,0,Moderate Risk - Average
1049,0,Moderate Risk - Average
1050,0,Moderate Risk - Average
1051,0,Moderate Risk - Average
1052,0,Moderate Risk - Average
1053,0,Moderate Risk - Average
1054,0,Moderate Risk - Average
1055,0,Moderate Risk - Average
1056,0,Moderate Risk - Average
1057,0,Moderate Risk - Average
1058,0,Moderate Risk - Average
1059,0,Moderate Risk - Average
1060,0,Moderate Risk - Average
1061,0,Moderate Risk - Average
1062,0,Moderate Risk - Average
1063,0,Moderate Risk - Average
1064,0,Moderate Risk - Average
1065,0,Moderate Risk - Average
1066,0,Moderate Risk - Average
1067,0,Moderate Risk - Average
1068,0,Moderate Risk - Average
1069,0,Moderate Risk - Average
1070,0,Moderate Risk - Average
1071,0,Moderate Risk - Average
1072,0,Moderate Risk - Average
1073,0,Moderate Risk - Average
1074,0,Moderate Risk - Average
1075,0,Moderate Risk - Average
1076,0,Moderate Risk - Average
1077,0,Moderate Risk - Average
1078,0,Moderate Risk - Average
1079,0,Moderate Risk - Average
1080,0,Moderate Risk - Average
1081,0,Moderate Risk - Average
1082,0,Moderate Risk - Average
1083,0,Moderate Risk - Average
1084,0,Moderate Risk - Average
1085,0,Moderate Risk - Average
1086,0,Moderate Risk - Average
1087,0,Moderate Risk - Average
1088,0,Moderate Risk - Average
1089,0,Moderate Risk - Average
1090,0,Moderate Risk - Average
1091,0,Moderate Risk - Average
1092,0,Moderate Risk - Average
1093,0,Moderate Risk - Average
1094,0,Moderate Risk - Average
1095,0,Moderate Risk - Average
1096,0,Moderate Risk - Average
1097,2,Moderate Risk - Average
1098,0,Moderate Risk - Average
1099,0,Moderate Risk - Average
1100,0,Moderate Risk - Average
1101,0,Moderate Risk - Average
1102,0,Moderate Risk - Average
1103,0,Moderate Risk - Average
1104,0,Moderate Risk - Average
1105,0,Moderate Risk - Average
1106,0,Moderate Risk - Average
1107,0,Moderate Risk - Average
1108,0,Moderate Risk - Average
1109,0,Moderate Risk - Average
1110,0,Moderate Risk - Average
1111,0,Moderate Risk - Average
1112,0,Moderate Risk - Average
1113,0,Moderate Risk - Average
1114,0,Moderate Risk - Average
1115,0,Moderate Risk - Average
1116,0,Moderate Risk - Average
1117,0,Moderate Risk - Average
1118,0,Moderate Risk - Average
1119,0,Moderate Risk - Average
1120,0,Moderate Risk - Average
1121,0,Moderate Risk - Average
1122,0,Moderate Risk - Average
1123,0,Moderate Risk - Average
1124,0,Moderate Risk - Average
1125,0,Moderate Risk - Average
1126,0,Moderate Risk - Average
1127,0,Moderate Risk - Average
1128,0,Moderate Risk - Average
1129,0,Moderate Risk - Average
1130,0,Moderate Risk - Average
1131,0,Moderate Risk - Average
1132,0,Moderate Risk - Average
1133,0,Moderate Risk - Average
1134,0,Moderate Risk - Average
1135,0,Moderate Risk - Average
1136,0,Moderate Risk - Average
1137,0,Moderate Risk - Average
1138,0,Moderate Risk - Average
1139,0,Moderate Risk - Average
1140,0,Moderate Risk - Average
1141,0,Moderate Risk - Average
1142,0,Moderate Risk - Average
1143,0,Moderate Risk - Average
1144,0,Moderate Risk - Average
1145,0,Moderate Risk - Average
1146,0,Moderate Risk - Average
1147,0,Moderate Risk - Average
1148,0,Moderate Risk - Average
1149,0,Moderate Risk - Average
1150,0,Moderate Risk - Average
1151,0,Moderate Risk - Average
1152,0,Moderate Risk - Average
1153,0,Moderate Risk - Average
1154,0,Moderate Risk - Average
1155,0,Moderate Risk - Average
1156,0,Moderate Risk - Average
1157,0,Moderate Risk - Average
1158,0,Moderate Risk - Average
1159,0,Moderate Risk - Average
1160,0,Moderate Risk - Average
1161,0,Moderate Risk - Average
1162,0,Moderate Risk - Average
1163,0,Moderate Risk - Average
1164,0,Moderate Risk - Average
1165,0,Moderate Risk - Average
1166,0,Moderate Risk - Average
1167,0,Moderate Risk - Average
1168,0,Moderate Risk - Average
1169,0,Moderate Risk - Average
1170,0,Moderate Risk - Average
1171,0,Moderate Risk - Average
1172,0,Moderate Risk - Average
1173,0,Moderate Risk - Average
1174,0,Moderate Risk - Average
1175,0,Moderate Risk - Average
1176,0,Moderate Risk - Average
1177,0,Moderate Risk - Average
1178,0,Moderate Risk - Average
1179,0,Moderate Risk - Average
1180,0,Moderate Risk - Average
1181,0,Moderate Risk - Average
1182,0,Moderate Risk - Average
1183,0,Moderate Risk - Average
1184,0,Moderate Risk - Average
1185,0,Moderate Risk - Average
1186,0,Moderate Risk - Average
1187,0,Moderate Risk - Average
1188,0,Moderate Risk - Average
1189,0,Moderate Risk - Average
1190,0,Moderate Risk - Average
1191,0,Moderate Risk - Average
1192,0,Moderate Risk - Average
1193,0,Moderate Risk - Average
1194,0,Moderate Risk - Average
1195,0,Moderate Risk - Average
1196,0,Moderate Risk - Average
1197,0,Moderate Risk - Average
1198,0,Moderate Risk - Average
1199,0,Moderate Risk - Average
1200,0,Moderate Risk - Average
1201,2,Moderate Risk - Average
1202,0,Moderate Risk - Average
1203,0,Moderate Risk - Average
1204,0,Moderate Risk - Average
1205,0,Moderate Risk - Average
1206,0,Moderate Risk - Average
1207,0,Moderate Risk - Average
1208,0,Moderate Risk - Average
1209,0,Moderate Risk - Average
1210,0,Moderate Risk - Average
1211,0,Moderate Risk - Average
1212,0,Moderate Risk - Average
1213,0,Moderate Risk - Average
1214,0,Moderate Risk - Average
1215,0,Moderate Risk - Average
1216,0,Moderate Risk - Average
1217,0,Moderate Risk - Average
1218,0,Moderate Risk - Average
1219,0,Moderate Risk - Average
1220,0,Moderate Risk - Average
1221,0,Moderate Risk - Average
1222,0,Moderate Risk - Average
1223,0,Moderate Risk - Average
1224,0,Moderate Risk - Average
1225,0,Moderate Risk - Average
1226,0,Moderate Risk - Average
1227,0,Moderate Risk - Average
1228,0,Moderate Risk - Average
1229,0,Moderate Risk - Average
1230,0,Moderate Risk - Average
1231,0,Moderate Risk - Average
1232,0,Moderate Risk - Average
1233,0,Moderate Risk - Average
1234,0,Moderate Risk - Average
1235,0,Moderate Risk - Average
1236,0,Moderate Risk - Average
1237,0,Moderate Risk - Average
1238,0,Moderate Risk - Average
1239,0,Moderate Risk - Average
1240,0,Moderate Risk - Average
1241,0,Moderate Risk - Average
1242,0,Moderate Risk - Average
1243,0,Moderate Risk - Average
1244,0,Moderate Risk - Average
1245,0,Moderate Risk - Average
1246,0,Moderate Risk - Average
1247,0,Moderate Risk - Average
1248,0,Moderate Risk - Average
1249,0,Moderate Risk - Average
1250,0,Moderate Risk - Average
1251,0,Moderate Risk - Average
1252,0,Moderate Risk - Average
1253,0,Moderate Risk - Average
1254,0,Moderate Risk - Average
1255,0,Moderate Risk - Average
1256,0,Moderate Risk - Average
1257,0,Moderate Risk - Average
1258,0,Moderate Risk - Average
1259,0,Moderate Risk - Average
1260,2,Moderate Risk - Average
1261,0,Moderate Risk - Average
1262,0,Moderate Risk - Average
1263,0,Moderate Risk - Average
1264,0,Moderate Risk - Average
1265,0,Moderate Risk - Average
1266,0,Moderate Risk - Average
1267,0,Moderate Risk - Average
1268,0,Moderate Risk - Average
1269,0,Moderate Risk - Average
1270,0,Moderate Risk - Average
1271,0,Moderate Risk - Average
1272,0,Moderate Risk - Average
1273,0,Moderate Risk - Average
1274,0,Moderate Risk - Average
1275,0,Moderate Risk - Average
1276,0,Moderate Risk - Average
1277,0,Moderate Risk - Average
1278,0,Moderate Risk - Average
1279,0,Moderate Risk - Average
1280,0,Moderate Risk - Average
1281,0,Moderate Risk - Average
1282,0,Moderate Risk - Average
1283,0,Moderate Risk - Average
1284,0,Moderate Risk - Average
1285,0,Moderate Risk - Average
1286,0,Moderate Risk - Average
1287,0,Moderate Risk - Average
1288,0,Moderate Risk - Average
1289,0,Moderate Risk - Average
1290,0,Moderate Risk - Average
1291,0,Moderate Risk - Average
1292,0,Moderate Risk - Average
1293,0,Moderate Risk - Average
1294,0,Moderate Risk - Average
1295,0,Moderate Risk - Average
1296,0,Moderate Risk - Average
1297,0,Moderate Risk - Average
1298,0,Moderate Risk - Average
1299,0,Moderate Risk - Average
1300,0,Moderate Risk - Average
1301,0,Moderate Risk - Average
1302,0,Moderate Risk - Average
1303,0,Moderate Risk - Average
1304,0,Moderate Risk - Average
1305,0,Moderate Risk - Average
1306,0,Moderate Risk - Average
1307,0,Moderate Risk - Average
1308,0,Moderate Risk - Average
1309,0,Moderate Risk - Average
1310,0,Moderate Risk - Average
1311,0,Moderate Risk - Average
1312,0,Moderate Risk - Average
1313,2,Moderate Risk - Average
1314,0,Moderate Risk - Average
1315,0,Moderate Risk - Average
1316,0,Moderate Risk - Average
1317,0,Moderate Risk - Average
1318,0,Moderate Risk - Average
1319,0,Moderate Risk - Average
1320,0,Moderate Risk - Average
1321,0,Moderate Risk - Average
1322,0,Moderate Risk - Average
1323,0,Moderate Risk - Average
1324,0,Moderate Risk - Average
1325,0,Moderate Risk - Average
1326,0,Moderate Risk - Average
1327,0,Moderate Risk - Average
1328,0,Moderate Risk - Average
1329,0,Moderate Risk - Average
1330,0,Moderate Risk - Average
1331,0,Moderate Risk - Average
1332,0,Moderate Risk - Average
1333,0,Moderate Risk - Average
1334,0,Moderate Risk - Average
1335,0,Moderate Risk - Average
1336,0,Moderate Risk - Average
1337,0,Moderate Risk - Average
1338,0,Moderate Risk - Average
1339,0,Moderate Risk - Average
1340,0,Moderate Risk - Average
1341,0,Moderate Risk - Average
1342,0,Moderate Risk - Average
1343,0,Moderate Risk - Average
1344,0,Moderate Risk - Average
1345,0,Moderate Risk - Average
1346,0,Moderate Risk - Average
1347,0,Moderate Risk - Average
1348,0,Moderate Risk - Average
1349,0,Moderate Risk - Average
1350,0,Moderate Risk - Average
1351,0,Moderate Risk - Average
1352,0,Moderate Risk - Average
1353,0,Moderate Risk - Average
1354,0,Moderate Risk - Average
1355,0,Moderate Risk - Average
1356,0,Moderate Risk - Average
1357,0,Moderate Risk - Average
1358,0,Moderate Risk - Average
1359,0,Moderate Risk - Average
1360,0,Moderate Risk - Average
1361,0,Moderate Risk - Average
1362,0,Moderate Risk - Average
1363,0,Moderate Risk - Average
1364,0,Moderate Risk - Average
1365,0,Moderate Risk - Average
1366,0,Moderate Risk - Average
1367,0,Moderate Risk - Average
1368,0,Moderate Risk - Average
1369,0,Moderate Risk - Average
1370,0,Moderate Risk - Average
1371,0,Moderate Risk - Average
1372,0,Moderate Risk - Average
1373,0,Moderate Risk - Average
1374,0,Moderate Risk - Average
1375,0,Moderate Risk - Average
1376,0,Moderate Risk - Average
1377,0,Moderate Risk - Average
1378,0,Moderate Risk - Average
1379,0,Moderate Risk - Average
1380,0,Moderate Risk - Average
1381,0,Moderate Risk - Average
1382,0,Moderate Risk - Average
1383,0,Moderate Risk - Average
1384,1,Risk Group - Many Claims/Violations
1385,0,Moderate Risk - Average
1386,0,Moderate Risk - Average
1387,0,Moderate Risk - Average
1388,0,Moderate Risk - Average
1389,0,Moderate Risk - Average
1390,0,Moderate Risk - Average
1391,0,Moderate Risk - Average
1392,0,Moderate Risk - Average
1393,0,Moderate Risk - Average
1394,0,Moderate Risk - Average
1395,0,Moderate Risk - Average
1396,0,Moderate Risk - Average
1397,0,Moderate Risk - Average
1398,0,Moderate Risk - Average
1399,0,Moderate Risk - Average
1400,0,Moderate Risk - Average
1401,0,Moderate Risk - Average
1402,0,Moderate Risk - Average
1403,0,Moderate Risk - Average
1404,0,Moderate Risk - Average
1405,0,Moderate Risk - Average
1406,0,Moderate Risk - Average
1407,0,Moderate Risk - Average
1408,0,Moderate Risk - Average
1409,0,Moderate Risk - Average
1410,0,Moderate Risk - Average
1411,0,Moderate Risk - Average
1412,0,Moderate Risk - Average
1413,0,Moderate Risk - Average
1414,0,Moderate Risk - Average
1415,0,Moderate Risk - Average
1416,0,Moderate Risk - Average
1417,0,Moderate Risk - Average
1418,0,Moderate Risk - Average
1419,0,Moderate Risk - Average
1420,0,Moderate Risk - Average
1421,1,Risk Group - Many Claims/Violations
1422,0,Moderate Risk - Average
1423,0,Moderate Risk - Average
1424,0,Moderate Risk - Average
1425,0,Moderate Risk - Average
1426,0,Moderate Risk - Average
1427,0,Moderate Risk - Average
1428,0,Moderate Risk - Average
1429,0,Moderate Risk - Average
1430,0,Moderate Risk - Average
1431,0,Moderate Risk - Average
1432,0,Moderate Risk - Average
1433,0,Moderate Risk - Average
1434,0,Moderate Risk - Average
1435,0,Moderate Risk - Average
1436,0,Moderate Risk - Average
1437,0,Moderate Risk - Average
1438,0,Moderate Risk - Average
1439,0,Moderate Risk - Average
1440,0,Moderate Risk - Average
1441,0,Moderate Risk - Average
1442,0,Moderate Risk - Average
1443,0,Moderate Risk - Average
1444,0,Moderate Risk - Average
1445,0,Moderate Risk - Average
1446,0,Moderate Risk - Average
1447,0,Moderate Risk - Average
1448,0,Moderate Risk - Average
1449,0,Moderate Risk - Average
1450,0,Moderate Risk - Average
1451,0,Moderate Risk - Average
1452,0,Moderate Risk - Average
1453,0,Moderate Risk - Average
1454,0,Moderate Risk - Average
1455,0,Moderate Risk - Average
1456,0,Moderate Risk - Average
1457,0,Moderate Risk - Average
1458,0,Moderate Risk - Average
1459,0,Moderate Risk - Average
1460,0,Moderate Risk - Average
1461,0,Moderate Risk - Average
1462,0,Moderate Risk - Average
1463,2,Moderate Risk - Average
1464,0,Moderate Risk - Average
1465,0,Moderate Risk - Average
1466,0,Moderate Risk - Average
1467,0,Moderate Risk - Average
1468,0,Moderate Risk - Average
1469,0,Moderate Risk - Average
1470,0,Moderate Risk - Average
1471,0,Moderate Risk - Average
1472,0,Moderate Risk - Average
1473,0,Moderate Risk - Average
1474,0,Moderate Risk - Average
1475,0,Moderate Risk - Average
1476,0,Moderate Risk - Average
1477,0,Moderate Risk - Average
1478,0,Moderate Risk - Average
1479,0,Moderate Risk - Average
1480,0,Moderate Risk - Average
1481,0,Moderate Risk - Average
1482,0,Moderate Risk - Average
1483,0,Moderate Risk - Average
1484,0,Moderate Risk - Average
1485,0,Moderate Risk - Average
1486,0,Moderate Risk - Average
1487,0,Moderate Risk - Average
1488,0,Moderate Risk - Average
1489,0,Moderate Risk - Average
1490,0,Moderate Risk - Average
1491,0,Moderate Risk - Average
1492,0,Moderate Risk - Average
1493,0,Moderate Risk - Average
1494,0,Moderate Risk - Average
1495,0,Moderate Risk - Average
1496,0,Moderate Risk - Average
1497,0,Moderate Risk - Average
1498,0,Moderate Risk - Average
1499,0,Moderate Risk - Average
1500,0,Moderate Risk - Average
1501,0,Moderate Risk - Average
1502,0,Moderate Risk - Average
1503,0,Moderate Risk - Average
1504,0,Moderate Risk - Average
1505,0,Moderate Risk - Average
1506,0,Moderate Risk - Average
1507,0,Moderate Risk - Average
1508,0,Moderate Risk - Average
1509,0,Moderate Risk - Average
1510,0,Moderate Risk - Average
1511,0,Moderate Risk - Average
1512,0,Moderate Risk - Average
1513,0,Moderate Risk - Average
1514,0,Moderate Risk - Average
1515,0,Moderate Risk - Average
1516,0,Moderate Risk - Average
1517,0,Moderate Risk - Average
1518,0,Moderate Risk - Average
1519,0,Moderate Risk - Average
1520,0,Moderate Risk - Average
1521,0,Moderate Risk - Average
1522,0,Moderate Risk - Average
1523,0,Moderate Risk - Average
1524,0,Moderate Risk - Average
1525,0,Moderate Risk - Average
1526,0,Moderate Risk - Average
1527,0,Moderate Risk - Average
1528,0,Moderate Risk - Average
1529,0,Moderate Risk - Average
1530,0,Moderate Risk - Average
1531,0,Moderate Risk - Average
1532,0,Moderate Risk - Average
1533,0,Moderate Risk - Average
1534,0,Moderate Risk - Average
1535,0,Moderate Risk - Average
1536,0,Moderate Risk - Average
1537,0,Moderate Risk - Average
1538,0,Moderate Risk - Average
1539,0,Moderate Risk - Average
1540,0,Moderate Risk - Average
1541,0,Moderate Risk - Average
1542,0,Moderate Risk - Average
1543,0,Moderate Risk - Average
1544,0,Moderate Risk - Average
1545,0,Moderate Risk - Average
1546,0,Moderate Risk - Average
1547,0,Moderate Risk - Average
1548,0,Moderate Risk - Average
1549,0,Moderate Risk - Average
1550,0,Moderate Risk - Average
1551,0,Moderate Risk - Average
1552,0,Moderate Risk - Average
1553,0,Moderate Risk - Average
1554,0,Moderate Risk - Average
1555,0,Moderate Risk - Average
1556,0,Moderate Risk - Average
1557,0,Moderate Risk - Average
1558,0,Moderate Risk - Average
1559,0,Moderate Risk - Average
1560,0,Moderate Risk - Average
1561,0,Moderate Risk - Average
1562,0,Moderate Risk - Average
1563,0,Moderate Risk - Average
1564,0,Moderate Risk - Average
1565,0,Moderate Risk - Average
1566,0,Moderate Risk - Average
1567,0,Moderate Risk - Average
1568,0,Moderate Risk - Average
1569,0,Moderate Risk - Average
1570,0,Moderate Risk - Average
1571,0,Moderate Risk - Average
1572,0,Moderate Risk - Average
1573,0,Moderate Risk - Average
1574,0,Moderate Risk - Average
1575,0,Moderate Risk - Average
1576,0,Moderate Risk - Average
1577,0,Moderate Risk - Average
1578,0,Moderate Risk - Average
1579,0,Moderate Risk - Average
1580,0,Moderate Risk - Average
1581,0,Moderate Risk - Average
1582,0,Moderate Risk - Average
1583,0,Moderate Risk - Average
1584,0,Moderate Risk - Average
1585,0,Moderate Risk - Average
1586,0,Moderate Risk - Average
1587,0,Moderate Risk - Average
1588,0,Moderate Risk - Average
1589,0,Moderate Risk - Average
1590,0,Moderate Risk - Average
1591,0,Moderate Risk - Average
1592,0,Moderate Risk - Average
1593,0,Moderate Risk - Average
1594,0,Moderate Risk - Average
1595,0,Moderate Risk - Average
1596,0,Moderate Risk - Average
1597,0,Moderate Risk - Average
1598,0,Moderate Risk - Average
1599,0,Moderate Risk - Average
1600,0,Moderate Risk - Average
1601,0,Moderate Risk - Average
1602,0,Moderate Risk - Average
1603,0,Moderate Risk - Average
1604,2,Moderate Risk - Average
1605,0,Moderate Risk - Average
1606,0,Moderate Risk - Average
1607,0,Moderate Risk - Average
1608,0,Moderate Risk - Average
1609,0,Moderate Risk - Average
1610,0,Moderate Risk - Average
1611,0,Moderate Risk - Average
1612,0,Moderate Risk - Average
1613,0,Moderate Risk - Average
1614,0,Moderate Risk - Average
1615,0,Moderate Risk - Average
1616,0,Moderate Risk - Average
1617,0,Moderate Risk - Average
1618,0,Moderate Risk - Average
1619,0,Moderate Risk - Average
1620,0,Moderate Risk - Average
1621,0,Moderate Risk - Average
1622,0,Moderate Risk - Average
1623,0,Moderate Risk - Average
1624,0,Moderate Risk - Average
1625,0,Moderate Risk - Average
1626,0,Moderate Risk - Average
1627,0,Moderate Risk - Average
1628,0,Moderate Risk - Average
1629,0,Moderate Risk - Average
1630,0,Moderate Risk - Average
1631,0,Moderate Risk - Average
1632,0,Moderate Risk - Average
1633,0,Moderate Risk - Average
1634,0,Moderate Risk - Average
1635,0,Moderate Risk - Average
1636,0,Moderate Risk - Average
1637,0,Moderate Risk - Average
1638,0,Moderate Risk - Average
1639,0,Moderate Risk - Average
1640,0,Moderate Risk - Average
1641,0,Moderate Risk - Average
1642,0,Moderate Risk - Average
1643,0,Moderate Risk - Average
1644,0,Moderate Risk - Average
1645,0,Moderate Risk - Average
1646,0,Moderate Risk - Average
1647,0,Moderate Risk - Average
1648,0,Moderate Risk - Average
1649,0,Moderate Risk - Average
1650,0,Moderate Risk - Average
1651,0,Moderate Risk - Average
1652,0,Moderate Risk - Average
1653,0,Moderate Risk - Average
1654,0,Moderate Risk - Average
1655,0,Moderate Risk - Average
1656,0,Moderate Risk - Average
1657,0,Moderate Risk - Average
1658,0,Moderate Risk - Average
1659,0,Moderate Risk - Average
1660,0,Moderate Risk - Average
1661,0,Moderate Risk - Average
1662,0,Moderate Risk - Average
1663,0,Moderate Risk - Average
1664,0,Moderate Risk - Average
1665,0,Moderate Risk - Average
1666,0,Moderate Risk - Average
1667,0,Moderate Risk - Average
1668,0,Moderate Risk - Average
1669,0,Moderate Risk - Average
1670,0,Moderate Risk - Average
1671,0,Moderate Risk - Average
1672,0,Moderate Risk - Average
1673,0,Moderate Risk - Average
1674,0,Moderate Risk - Average
1675,0,Moderate Risk - Average
1676,0,Moderate Risk - Average
1677,0,Moderate Risk - Average
1678,0,Moderate Risk - Average
1679,0,Moderate Risk - Average
1680,0,Moderate Risk - Average
1681,0,Moderate Risk - Average
1682,0,Moderate Risk - Average
1683,0,Moderate Risk - Average
1684,0,Moderate Risk - Average
1685,0,Moderate Risk - Average
1686,0,Moderate Risk - Average
1687,0,Moderate Risk - Average
1688,0,Moderate Risk - Average
1689,0,Moderate Risk - Average
1690,0,Moderate Risk - Average
1691,2,Moderate Risk - Average
1692,0,Moderate Risk - Average
1693,0,Moderate Risk - Average
1694,0,Moderate Risk - Average
1695,0,Moderate Risk - Average
1696,0,Moderate Risk - Average
1697,0,Moderate Risk - Average
1698,0,Moderate Risk - Average
1699,0,Moderate Risk - Average
1700,0,Moderate Risk - Average
1701,0,Moderate Risk - Average
1702,0,Moderate Risk - Average
1703,0,Moderate Risk - Average
1704,0,Moderate Risk - Average
1705,0,Moderate Risk - Average
1706,0,Moderate Risk - Average
1707,0,Moderate Risk - Average
1708,0,Moderate Risk - Average
1709,0,Moderate Risk - Average
1710,0,Moderate Risk - Average
1711,0,Moderate Risk - Average
1712,0,Moderate Risk - Average
1713,0,Moderate Risk - Average
1714,0,Moderate Risk - Average
1715,0,Moderate Risk - Average
1716,0,Moderate Risk - Average
1717,0,Moderate Risk - Average
1718,0,Moderate Risk - Average
1719,0,Moderate Risk - Average
1720,0,Moderate Risk - Average
1721,0,Moderate Risk - Average
1722,0,Moderate Risk - Average
1723,0,Moderate Risk - Average
1724,0,Moderate Risk - Average
1725,0,Moderate Risk - Average
1726,0,Moderate Risk - Average
1727,0,Moderate Risk - Average
1728,0,Moderate Risk - Average
1729,0,Moderate Risk - Average
1730,0,Moderate Risk - Average
1731,0,Moderate Risk - Average
1732,0,Moderate Risk - Average
1733,0,Moderate Risk - Average
1734,0,Moderate Risk - Average
1735,0,Moderate Risk - Average
1736,0,Moderate Risk - Average
1737,0,Moderate Risk - Average
1738,0,Moderate Risk - Average
1739,0,Moderate Risk - Average
1740,0,Moderate Risk - Average
1741,0,Moderate Risk - Average
1742,0,Moderate Risk - Average
1743,0,Moderate Risk - Average
1744,0,Moderate Risk - Average
1745,0,Moderate Risk - Average
1746,0,Moderate Risk - Average
1747,0,Moderate Risk - Average
1748,0,Moderate Risk - Average
1749,0,Moderate Risk - Average
1750,0,Moderate Risk - Average
1751,0,Moderate Risk - Average
1752,0,Moderate Risk - Average
1753,0,Moderate Risk - Average
1754,0,Moderate Risk - Average
1755,0,Moderate Risk - Average
1756,0,Moderate Risk - Average
1757,0,Moderate Risk - Average
1758,0,Moderate Risk - Average
1759,0,Moderate Risk - Average
1760,0,Moderate Risk - Average
1761,0,Moderate Risk - Average
1762,0,Moderate Risk - Average
1763,0,Moderate Risk - Average
1764,0,Moderate Risk - Average
1765,0,Moderate Risk - Average
1766,0,Moderate Risk - Average
1767,0,Moderate Risk - Average
1768,0,Moderate Risk - Average
1769,0,Moderate Risk - Average
1770,0,Moderate Risk - Average
1771,0,Moderate Risk - Average
1772,0,Moderate Risk - Average
1773,0,Moderate Risk - Average
1774,0,Moderate Risk - Average
1775,0,Moderate Risk - Average
1776,0,Moderate Risk - Average
1777,0,Moderate Risk - Average
1778,0,Moderate Risk - Average
1779,0,Moderate Risk - Average
1780,0,Moderate Risk - Average
1781,0,Moderate Risk - Average
1782,0,Moderate Risk - Average
1783,0,Moderate Risk - Average
1784,0,Moderate Risk - Average
1785,0,Moderate Risk - Average
1786,0,Moderate Risk - Average
1787,0,Moderate Risk - Average
1788,0,Moderate Risk - Average
1789,0,Moderate Risk - Average
1790,0,Moderate Risk - Average
1791,0,Moderate Risk - Average
1792,0,Moderate Risk - Average
1793,0,Moderate Risk - Average
1794,0,Moderate Risk - Average
1795,0,Moderate Risk - Average
1796,0,Moderate Risk - Average
1797,0,Moderate Risk - Average
1798,0,Moderate Risk - Average
1799,0,Moderate Risk - Average
1800,0,Moderate Risk - Average
1801,0,Moderate Risk - Average
1802,0,Moderate Risk - Average
1803,0,Moderate Risk - Average
1804,0,Moderate Risk - Average
1805,0,Moderate Risk - Average
1806,0,Moderate Risk - Average
1807,0,Moderate Risk - Average
1808,0,Moderate Risk - Average
